ticker,company_name,sector,market_cap,forward_pe,trailing_pe,price_to_book,profit_margins,operating_margins
JKHY,"Jack Henry & Associates, Inc.",Technology,12590585856,27.436747,31.606228,6.5404587,0.17785999,0.25171
J,Jacobs Solutions Inc.,Industrials,16886155264,19.86957,28.485355,2.5568993,0.03717,0.07455
JNJ,Johnson & Johnson,Healthcare,349225287680,13.638043,23.975206,4.9770107,0.16744,0.24516001
JCI,Johnson Controls International plc,Industrials,53054267392,19.6247,38.519234,3.3111544,0.07429,0.14405
JPM,JPMorgan Chase & Co.,Financial Services,708874469376,13.596644,13.996109,2.186626,0.33163,0.43787998
JNPR,"Juniper Networks, Inc.",Technology,12745270272,19.09228,50.651314,2.7435677,0.0497,0.08452
K,Kellanova,Consumer Defensive,28060139520,20.752129,27.225752,7.687695,0.07852,0.15002
KVUE,Kenvue Inc.,Consumer Defensive,40061149184,17.195692,37.99091,3.7614763,0.06883,0.19850999
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,41737969664,15.095913,18.536146,1.6715558,0.15038,0.23181999
KEY,KeyCorp,Financial Services,19967334400,11.655697,Infinity,1.2462877,0.0305,-0.86054003
KEYS,"Keysight Technologies, Inc.",Technology,28466178048,20.364372,46.698864,5.453701,0.18249,0.17091
KMB,Kimberly-Clark Corporation,Consumer Defensive,41909059584,16.488317,16.278498,32.616142,0.1297,0.15246001
KIM,Kimco Realty Corporation,Real Estate,14880338944,29.789217,40.87963,1.414067,0.1958,0.33708
KMI,"Kinder Morgan, Inc.",Energy,65216237568,23.249826,25.977877,2.1448927,0.16765,0.27467
KKR,KKR & Co. Inc.,Financial Services,137709142016,24.427893,46.201237,5.498931,0.107530005,0.2619
KLAC,KLA Corporation,Technology,96140001280,21.758175,32.849636,27.01966,0.28921,0.39413
KHC,The Kraft Heinz Company,Consumer Defensive,34479484928,9.312662,25.689188,0.7133387,0.05243,0.21431999
KR,The Kroger Co.,Consumer Defensive,42837475328,12.483236,15.661376,4.7981844,0.018609999,0.01993
LHX,"L3Harris Technologies, Inc.",Industrials,40589426688,15.061699,33.861153,2.1351569,0.05709,0.098450005
LH,Labcorp Holdings Inc.,Healthcare,19727163392,14.744807,44.670452,2.4162765,0.03426,0.08291
LRCX,Lam Research Corporation,Technology,97376706560,18.344088,24.49191,11.541863,0.2602,0.30331
LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,8530644480,15.804663,23.545277,4.8059306,0.09573,0.12823
LVS,Las Vegas Sands Corp.,Consumer Cyclical,31988074496,15.874978,21.841536,9.335569,0.1329,0.19202
LDOS,"Leidos Holdings, Inc.",Technology,20512735232,14.540473,17.509182,4.4425673,0.07366,0.12291
LEN,Lennar Corporation,Consumer Cyclical,37149364224,8.680728,9.618016,1.3628268,0.11512,0.13887
LII,Lennox International Inc.,Industrials,22524256256,27.205307,30.066093,29.879969,0.14632,0.20125
LLY,Eli Lilly and Company,Healthcare,673196474368,33.121468,80.4044,47.302685,0.20482999,0.39773998
LIN,Linde plc,Basic Materials,203617075200,25.370358,32.4943,5.1978874,0.19328,0.2719
LYV,"Live Nation Entertainment, Inc.",Communication Services,30692728832,45.95995,149.55057,105.97134,0.0201,0.08307
LKQ,LKQ Corporation,Consumer Cyclical,9797892096,10.317406,13.907748,1.5791678,0.049039997,0.09235
LMT,Lockheed Martin Corporation,Industrials,114028060672,17.286253,17.423397,15.768323,0.09363,0.12687
L,Loews Corporation,Financial Services,18272602112,29.093103,11.219416,1.0641894,0.09714,0.15069
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,144719790080,20.23192,21.30507,,0.08248,0.14615
LULU,Lululemon Athletica Inc.,Consumer Cyclical,45790785536,24.576946,27.16763,11.214173,0.16343,0.22784
LYB,LyondellBasell Industries N.V.,Basic Materials,24678283264,10.289818,11.531107,1.799176,0.052729998,0.0777
MTB,M&T Bank Corporation,Financial Services,32839081984,12.128803,14.649889,1.2417341,0.28109,0.42766997
MPC,Marathon Petroleum Corporation,Energy,48735424512,15.324602,11.764158,2.6030383,0.031719998,0.03243
MKTX,MarketAxess Holdings Inc.,Financial Services,8204477440,26.562273,29.445198,5.9215717,0.34320998,0.42646
MAR,"Marriott International, Inc.",Consumer Cyclical,77786423296,26.392982,29.341196,,0.42131,0.58181
MMC,"Marsh & McLennan Companies, Inc.",Financial Services,104499707904,22.390915,26.236437,7.633,0.16822,0.20994
MLM,"Martin Marietta Materials, Inc.",Basic Materials,32401762304,25.397614,16.43876,3.5338387,0.3046,0.2631
MAS,Masco Corporation,Industrials,16629933056,17.483255,20.5,,0.10543,0.18003
MA,Mastercard Incorporated,Financial Services,476097249280,31.67798,39.20786,64.14245,0.45262,0.59301996
MTCH,"Match Group, Inc.",Communication Services,8039933952,9.629496,14.358745,,0.17864001,0.27456
MKC,"McCormick & Company, Incorporated",Consumer Defensive,19187171328,22.949125,24.333334,3.5410585,0.11868,0.17282
MCD,McDonald's Corporation,Consumer Cyclical,201642541056,22.39912,24.682457,,0.3179,0.46974
MCK,McKesson Corporation,Healthcare,74251010048,15.947601,30.213326,,0.0076800003,0.00796
MDT,Medtronic plc,Healthcare,108930539520,14.546357,25.978592,2.218479,0.12055001,0.17511
MRK,"Merck & Co., Inc.",Healthcare,253242261504,10.529039,20.943514,5.695835,0.19229001,0.26198998
META,"Meta Platforms, Inc.",Communication Services,1551273820160,24.174265,28.971712,9.426718,0.35549998,0.42765
MET,"MetLife, Inc.",Financial Services,58883395584,8.824983,17.249495,1.9099382,0.052729998,0.15087
MTD,Mettler-Toledo International Inc.,Healthcare,27065057280,30.314156,34.551186,,0.21148,0.29361
MGM,MGM Resorts International,Consumer Cyclical,9819464704,13.942909,11.820788,3.0295794,0.052410003,0.079679996
MCHP,Microchip Technology Incorporated,Technology,30792153088,23.470663,39.819443,4.9063063,0.14220001,0.12726
MU,"Micron Technology, Inc.",Technology,114547810304,8.010266,29.458452,2.5263546,0.03098,0.19703
MSFT,Microsoft Corporation,Technology,3162351861760,28.332087,35.152065,10.992685,0.35608003,0.46583998
MAA,"Mid-America Apartment Communities, Inc.",Real Estate,18127749120,27.212502,34.036034,2.9692502,0.23878999,0.29549
MRNA,"Moderna, Inc.",Healthcare,13417603072,-4.0120683,,1.1255174,-0.43771,-0.03759
MHK,"Mohawk Industries, Inc.",Consumer Cyclical,8198825472,12.009828,14.6437435,1.0441486,0.052160002,0.08525
MOH,"Molina Healthcare, Inc.",Healthcare,16601441280,11.072025,14.75521,3.4682257,0.030469999,0.0475
TAP,Molson Coors Beverage Company,Consumer Defensive,11254505472,9.139632,12.301802,0.8451707,0.08028,0.16124001
MDLZ,"Mondelez International, Inc.",Consumer Defensive,75718385664,16.902582,20.079788,2.718435,0.10556,0.11147001
MPWR,"Monolithic Power Systems, Inc.",Technology,29594339328,36.67704,68.552536,12.584058,0.21292,0.26451
MNST,Monster Beverage Corporation,Consumer Defensive,48023040000,26.361168,31.653849,8.308935,0.21662001,0.25514
MCO,Moody's Corporation,Financial Services,85019090944,34.968456,42.959705,21.77194,0.29046,0.42029998
MS,Morgan Stanley,Financial Services,210119901184,16.110048,19.82143,2.2392097,0.19205,0.33174
MOS,The Mosaic Company,Basic Materials,8662178816,11.38375,24.132744,0.73407096,0.0324,0.041050002
MSI,"Motorola Solutions, Inc.",Technology,76645031936,31.163067,50.28728,57.724354,0.1466,0.27097
MSCI,MSCI Inc.,Financial Services,46734372864,35.05144,39.1543,,0.43065,0.55868
NDAQ,"Nasdaq, Inc.",Financial Services,44129918976,24.362152,46.253014,3.9856727,0.13667,0.2571
NTAP,"NetApp, Inc.",Technology,24138522624,15.10702,21.865562,21.3428,0.17014,0.19468
NFLX,"Netflix, Inc.",Communication Services,360621408256,35.362885,47.58273,15.87195,0.20701,0.29614002
NEM,Newmont Corporation,Basic Materials,46334918656,10.583855,,1.5670723,-0.07141,0.28187
NWSA,News Corporation,Communication Services,16216016896,27.65674,44.532257,1.9044006,0.034930002,0.088470004
NWS,News Corporation,Communication Services,16194067456,30.48652,49.088707,2.099255,0.034930002,0.088470004
NEE,"NextEra Energy, Inc.",Utilities,143032909824,18.908934,20.639467,2.857759,0.26492,0.35562
NKE,"NIKE, Inc.",Consumer Cyclical,105033023488,28.305046,21.916668,7.396105,0.10599,0.104320005
NI,NiSource Inc.,Utilities,17212475392,19.871956,22.484756,2.062245,0.14631,0.19688
NDSN,Nordson Corporation,Industrials,11937725440,19.130718,25.816895,4.195303,0.17746,0.25397
NSC,Norfolk Southern Corporation,Industrials,54268186624,18.07031,22.480787,3.936748,0.19849001,0.49885
NTRS,Northern Trust Corporation,Financial Services,20932812800,13.433137,13.151308,1.7643768,0.21493,0.30661
NOC,Northrop Grumman Corporation,Industrials,68651491328,16.806412,29.06848,4.6587505,0.05795,0.12885
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Cyclical,11564319744,12.50624,23.070175,10.185902,0.0587,0.24628
NRG,"NRG Energy, Inc.",Utilities,21132697600,14.38172,25.823019,11.432877,0.03428,-0.14025
NUE,Nucor Corporation,Basic Materials,28964182016,15.151403,11.871992,1.4147588,0.080520004,0.06895
NVDA,NVIDIA Corporation,Technology,3291835531264,30.247124,53.128654,77.073105,0.55041003,0.62057
NVR,"NVR, Inc.",Consumer Cyclical,25228693504,15.825091,16.852013,5.9083877,0.15898,0.19681999
NXPI,NXP Semiconductors N.V.,Technology,54437675008,16.438396,20.457497,5.7840734,0.20983,0.30462
ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,69776564224,26.913576,29.865482,,0.14522,0.20546
OXY,Occidental Petroleum Corporation,Energy,48784453632,14.188791,14.243835,1.8484677,0.16254999,0.25206
ODFL,"Old Dominion Freight Line, Inc.",Industrials,40124813312,32.772533,32.7993,9.622159,0.21027,0.27334
OMC,Omnicom Group Inc.,Communication Services,16717718528,9.834508,11.627869,4.2026362,0.094519995,0.15456
ON,ON Semiconductor Corporation,Technology,23521026048,13.213414,13.707195,2.7391284,0.23795,0.26931
OKE,"ONEOK, Inc.",Energy,62131134464,17.642454,22.58051,3.6868687,0.14047,0.22656
ORCL,Oracle Corporation,Technology,442255310848,22.482933,38.565853,50.053814,0.20396,0.30517998
OTIS,Otis Worldwide Corporation,Industrials,36858265600,21.875814,22.952736,,0.11481,0.16798
PCAR,PACCAR Inc,Industrials,58008662016,13.933018,12.375839,3.1078653,0.13514,0.13919
PKG,Packaging Corporation of America,Consumer Cyclical,21045778432,20.485142,27.31352,4.9013867,0.09458,0.15579
PLTR,Palantir Technologies Inc.,Technology,154330857472,141.95157,338.739,34.181534,0.18009001,0.15594
PANW,"Palo Alto Networks, Inc.",Technology,114615164928,48.466625,45.25,10.983838,0.3211,0.119799994
PARA,Paramount Global,Communication Services,7540034560,6.505359,,0.42458886,-0.18887,0.10816
PH,Parker-Hannifin Corporation,Industrials,84619886592,22.227585,29.625732,6.563842,0.14468999,0.201
PAYX,"Paychex, Inc.",Technology,52075913216,27.224472,30.448421,13.702511,0.31983998,0.41464
PAYC,"Paycom Software, Inc.",Technology,11830195200,23.631916,24.688868,7.6221166,0.25779,0.23206
PYPL,"PayPal Holdings, Inc.",Financial Services,89947889664,18.348248,21.464115,4.4739203,0.14076,0.18185
PNR,Pentair plc,Industrials,16817211392,21.039011,25.445,4.8066115,0.16290002,0.21039
PEP,"PepsiCo, Inc.",Consumer Defensive,198485786624,16.864763,21.337757,10.211039,0.1018,0.18011
PFE,Pfizer Inc.,Healthcare,148985167872,8.971686,35.053333,1.6140717,0.071609996,0.32987
PCG,PG&E Corporation,Utilities,37190959104,11.385996,13.246094,1.3505656,0.110640004,0.21714
PM,Philip Morris International Inc.,Consumer Defensive,182995714048,16.677837,18.681746,,0.26417,0.43425998
PSX,Phillips 66,Energy,48928870400,14.178808,15.130907,1.7035242,0.0228,0.00183
PNW,Pinnacle West Capital Corporation,Utilities,9551937536,18.375694,15.791353,1.4428015,0.122609995,0.31613
PNC,"The PNC Financial Services Group, Inc.",Financial Services,78616600576,13.05958,16.76269,1.590628,0.25107,0.35884
POOL,Pool Corporation,Industrials,13041999872,28.484985,29.417168,9.110992,0.084189996,0.12307999
PPG,"PPG Industries, Inc.",Basic Materials,27177639936,13.447723,18.594444,3.489678,0.08242,0.13311
PPL,PPL Corporation,Utilities,23651938304,17.556833,28.873873,1.6779226,0.09949,0.22167999
PFG,"Principal Financial Group, Inc.",Financial Services,18386139136,9.613499,,1.6402091,-0.01465,-0.079629995
PG,The Procter & Gamble Company,Consumer Defensive,376029216768,21.576881,27.529308,7.3662114,0.17063,0.27763999
PGR,The Progressive Corporation,Financial Services,140749881344,16.77691,17.461119,5.1822577,0.112720005,0.15293999
PLD,"Prologis, Inc.",Real Estate,100971593728,40.872025,32.936554,1.9047785,0.37427,0.40980998
PRU,"Prudential Financial, Inc.",Financial Services,42553970688,8.083558,10.646198,1.3990614,0.056199998,0.028369999
PEG,Public Service Enterprise Group Incorporated,Utilities,43014254592,21.407406,21.21253,2.6713388,0.19482,0.24943
PTC,PTC Inc.,Technology,22389825536,27.005919,59.625,6.951534,0.16373,0.30982
PSA,Public Storage,Real Estate,51259424768,27.49153,30.384735,9.740837,0.40367,0.47022998
PHM,"PulteGroup, Inc.",Consumer Cyclical,23721834496,8.39884,8.536531,2.0542374,0.16635,0.19971001
PWR,"Quanta Services, Inc.",Industrials,48726720512,32.30523,61.01664,6.891009,0.03539,0.06442
QCOM,QUALCOMM Incorporated,Technology,182437330944,13.443848,18.388578,6.956282,0.2603,0.2625
DGX,Quest Diagnostics Incorporated,Healthcare,16825961472,15.4988785,20.289368,2.4796448,0.08816,0.14187999
RL,Ralph Lauren Corporation,Consumer Cyclical,14688110592,17.823555,22.526667,6.0141373,0.10145,0.11431
RJF,"Raymond James Financial, Inc.",Financial Services,32928768000,13.803777,16.575773,2.9729307,0.16187,0.225
RTX,RTX Corporation,Industrials,157832364032,19.51128,34.271675,2.5825982,0.05969,0.11991999
O,Realty Income Corporation,Real Estate,46815039488,36.343994,50.94286,1.2172865,0.1754,0.44883
REG,Regency Centers Corporation,Real Estate,12924569600,34.294964,33.386795,1.9584948,0.27096,0.36887002
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,77060915200,15.427197,17.349209,2.5777643,0.33613998,0.33426997
RF,Regions Financial Corporation,Financial Services,22330787840,10.921407,13.881356,1.3190529,0.26693,0.46976003
RSG,"Republic Services, Inc.",Industrials,65331335168,30.55993,33.38,5.82101,0.12458,0.20966
RMD,ResMed Inc.,Healthcare,34186586112,22.597534,30.845694,6.5797873,0.23149,0.3163
RVTY,"Revvity, Inc.",Healthcare,14465500160,23.464197,56.870815,1.8318845,0.093439996,0.14819999
ROK,"Rockwell Automation, Inc.",Industrials,31130419200,24.087545,33.262077,8.904013,0.11526,0.15529001
ROL,"Rollins, Inc.",Consumer Cyclical,22670317568,41.961742,48.257732,17.203236,0.14182,0.20932
ROP,"Roper Technologies, Inc.",Technology,55229370368,25.603031,37.927834,2.9828808,0.21784,0.28142
ROST,"Ross Stores, Inc.",Consumer Cyclical,49124777984,22.073431,23.448032,10.244599,0.09824,0.124680005
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,62632607744,16.06444,23.364414,8.890284,0.16207,0.33483002
SPGI,S&P Global Inc.,Financial Services,153053921280,29.236748,43.49603,4.5026293,0.25792,0.40392
CRM,"Salesforce, Inc.",Technology,309627781120,28.81151,53.213818,5.267065,0.15445,0.20181999
SBAC,SBA Communications Corporation,Real Estate,21441161216,21.251516,31.45268,,0.25759,0.57702
SLB,Schlumberger Limited,Energy,57163833344,11.798653,13.016077,2.6573887,0.12441,0.17959999
STX,Seagate Technology Holdings plc,Technology,19910260736,10.282671,24.321707,,0.11342,0.18635
SRE,Sempra,Utilities,52008390656,15.920905,18.085903,1.8044567,0.22697,0.1531
NOW,"ServiceNow, Inc.",Technology,217637601280,63.557373,165.08138,23.42698,0.12768,0.14945
SHW,The Sherwin-Williams Company,Basic Materials,86981206016,27.277624,34.398903,20.823938,0.11094,0.18434
SPG,"Simon Property Group, Inc.",Real Estate,64600129536,26.499195,22.87899,21.007328,0.41482,0.51851004
SWKS,"Skyworks Solutions, Inc.",Technology,14798289920,12.025294,25.077236,2.3335605,0.17848,0.18763
SJM,The J. M. Smucker Company,Consumer Defensive,10725668864,9.57794,20.361618,1.3911473,0.08771,0.16912001
SW,Smurfit Westrock Plc,Consumer Cyclical,27412221952,14.24744,73.19444,1.5196079,0.01345,0.04302
SNA,Snap-on Incorporated,Industrials,18128664576,17.143602,17.738829,3.312187,0.20402001,0.26527
SOLV,Solventum Corporation,Healthcare,12329666560,13.002369,187.8158,3.8626404,0.08764,0.13064
SO,The Southern Company,Utilities,90441588736,19.125425,19.24098,2.71615,0.17867,0.35139
LUV,Southwest Airlines Co.,Industrials,19767330816,20.040615,,1.8987269,-0.0017499999,0.0027700001
SWK,"Stanley Black & Decker, Inc.",Industrials,12922025984,15.306234,,1.4584494,-0.0133299995,0.074990004
SBUX,Starbucks Corporation,Consumer Cyclical,105602121728,24.989872,28.138973,,0.10396,0.13262999
STT,State Street Corporation,Financial Services,28828469248,10.183635,15.413793,1.257207,0.16847,0.30343
STLD,"Steel Dynamics, Inc.",Basic Materials,19026057216,12.641645,11.23831,2.1059992,0.09799,0.091079995
STE,STERIS plc,Healthcare,20388485120,20.81683,34.65688,3.0922334,0.08164,0.16981001
SYK,Stryker Corporation,Healthcare,139536498688,27.18268,39.273605,6.925173,0.16337,0.21587
SMCI,"Super Micro Computer, Inc.",Technology,17950494720,8.309096,15.251245,3.2891634,0.08085,0.06469
SYF,Synchrony Financial,Financial Services,26331334656,9.884565,8.783116,1.7836796,0.35139,0.46368998
SNPS,"Synopsys, Inc.",Technology,78323130368,29.309889,54.659115,10.096041,0.23111999,0.23608999
SYY,Sysco Corporation,Consumer Defensive,36522651648,15.052496,19.11311,16.544281,0.024360001,0.04262
TMUS,"T-Mobile US, Inc.",Communication Services,250050772992,19.908787,24.59703,3.9057062,0.12964,0.23792
TROW,"T. Rowe Price Group, Inc.",Financial Services,25117296640,11.893453,12.383351,2.4504745,0.30354,0.33613
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,31691016192,23.09232,,5.4614105,-0.66375,-0.19829
TPR,"Tapestry, Inc.",Consumer Cyclical,15785858048,13.383145,19.63478,5.293014,0.12116,0.18932
TRGP,Targa Resources Corp.,Energy,44613509120,26.307127,36.929604,17.354313,0.07774,0.18905
TGT,Target Corporation,Consumer Defensive,61964005376,14.665469,14.340402,4.6480374,0.04182,0.06644
TEL,TE Connectivity plc,Technology,42902822912,15.908214,13.856038,3.481248,0.20151,0.18091999
TDY,Teledyne Technologies Incorporated,Technology,21746030592,21.579554,23.614878,2.2676492,0.16876,0.18947001
TFX,Teleflex Incorporated,Healthcare,8251884544,11.643773,35.32306,1.841249,0.07847,0.19570999
TER,"Teradyne, Inc.",Technology,22005776384,31.776415,43.031845,7.5863223,0.18745,0.21449
TSLA,"Tesla, Inc.",Consumer Cyclical,1344597786624,128.47867,114.7589,19.208933,0.13075,0.107889995
TXN,Texas Instruments Incorporated,Technology,180545994752,32.611095,36.7881,10.453153,0.31601998,0.3734
TPL,Texas Pacific Land Corporation,Energy,32164859904,19.146608,71.684586,30.57436,0.65343004,0.73363
TXT,Textron Inc.,Industrials,14527443968,12.096226,17.135666,2.0898829,0.06301,0.07937
TMO,Thermo Fisher Scientific Inc.,Healthcare,211384811520,23.722385,34.691776,4.3146687,0.14479999,0.18059999
TJX,"The TJX Companies, Inc.",Consumer Cyclical,133831254016,25.864748,28.077833,18.480286,0.08563,0.105579995
TSCO,Tractor Supply Company,Consumer Cyclical,28253947904,24.02452,25.675098,2.4708352,0.07534,0.09359
TT,Trane Technologies plc,Industrials,86521724928,30.394896,35.242897,11.406112,0.12729,0.18761998
TDG,TransDigm Group Incorporated,Industrials,72427569152,29.494205,50.275177,,0.21587,0.43275002
TRV,"The Travelers Companies, Inc.",Financial Services,54482063360,11.413688,12.319764,1.9669778,0.10019,0.13928
TRMB,Trimble Inc.,Technology,17717291008,24.922108,12.132108,3.0329,0.40668,0.13668
TFC,Truist Financial Corporation,Financial Services,59837964288,11.430463,,1.0138099,-0.10678001,0.40328
TYL,"Tyler Technologies, Inc.",Technology,24437999616,52.95932,104.38757,7.459567,0.113929994,0.15244001
TSN,"Tyson Foods, Inc.",Consumer Defensive,19767601152,13.289434,24.666666,1.0738748,0.01501,0.03944
USB,U.S. Bancorp,Financial Services,79046713344,11.616657,15.590769,1.5192946,0.22023001,0.35277
UBER,"Uber Technologies, Inc.",Technology,140092882944,20.964764,32.7734,9.47181,0.10492,0.09483
UDR,"UDR, Inc.",Real Estate,15591769088,80.85442,109.22369,3.9457173,0.07606,0.16603
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,18819121152,17.159134,16.252504,8.603821,0.10684,0.12899
UNP,Union Pacific Corporation,Industrials,140536446976,19.097118,21.325666,8.483439,0.27326,0.39862
UAL,"United Airlines Holdings, Inc.",Industrials,35140399104,8.402225,12.735398,3.0722563,0.04936,0.10699
UPS,"United Parcel Service, Inc.",Industrials,108481667072,14.494858,19.202644,6.4326234,0.062480003,0.0922
URI,"United Rentals, Inc.",Industrials,48628822016,15.742595,19.37866,5.6739454,0.17125,0.28482
UNH,UnitedHealth Group Incorporated,Healthcare,498379816960,18.129843,35.18843,5.28749,0.03635,0.08637
UHS,"Universal Health Services, Inc.",Healthcare,12159769600,10.149835,12.264472,1.8408097,0.06655,0.09694
VLO,Valero Energy Corporation,Energy,43330985984,16.81088,12.037819,1.7158724,0.028670002,0.01682
VTR,"Ventas, Inc.",Real Estate,24488996864,126.90239,,2.5078447,-0.01386,0.15880999
VLTO,Veralto Corporation,Industrials,25504428032,27.734861,31.928234,13.045945,0.15693,0.23211999
VRSN,"VeriSign, Inc.",Technology,20205025280,24.341335,24.476135,,0.55686,0.68945
VRSK,"Verisk Analytics, Inc.",Industrials,38580256768,37.317245,42.162037,128.93346,0.32650003,0.42975
VZ,Verizon Communications Inc.,Communication Services,160492142592,8.078186,16.50433,1.6661568,0.07298,0.23933001
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,108128698368,22.486864,,6.9232926,-0.045149997,0.40824002
VTRS,Viatris Inc.,Healthcare,13362239488,4.217573,,0.6751296,-0.0587,0.13884
VICI,VICI Properties Inc.,Real Estate,30644721664,10.628885,10.766666,1.1658312,0.73902,0.98638
V,Visa Inc.,Financial Services,611198369792,24.955723,32.405033,15.720725,0.54955,0.66122
VST,Vistra Corp.,Utilities,59750486016,21.859594,33.135845,20.181568,0.12505001,0.41158
VMC,Vulcan Materials Company,Basic Materials,35286700032,29.440834,41.75,4.4855547,0.114300005,0.21044001
WRB,W. R. Berkley Corporation,Financial Services,22690752512,13.71698,15.267948,2.6937344,0.11956,0.15609999
GWW,"W.W. Grainger, Inc.",Industrials,53526388736,26.103043,29.80206,15.282471,0.10802,0.15634
WAB,Westinghouse Air Brake Technologies Corporation,Industrials,34467385344,23.23792,33.420002,3.3922048,0.10252,0.16523
WBA,"Walgreens Boots Alliance, Inc.",Healthcare,10711782400,7.7302575,,1.0253702,-0.05849,0.02349
WMT,Walmart Inc.,Consumer Defensive,732645163008,33.102367,37.685947,8.759124,0.02339,0.04689
DIS,The Walt Disney Company,Communication Services,196595646464,17.827026,39.911762,1.9592484,0.053049996,0.14913
WBD,"Warner Bros. Discovery, Inc.",Communication Services,24126926848,17.850014,,0.6870416,-0.28342,0.05217
WM,"Waste Management, Inc.",Industrials,83217227776,25.712238,31.654198,10.429327,0.12349,0.20093
WAT,Waters Corporation,Healthcare,23698229248,31.024504,38.047665,14.78058,0.21431999,0.28697002
WEC,"WEC Energy Group, Inc.",Utilities,30112153600,18.199564,23.272615,2.492341,0.15143,0.2132
WFC,Wells Fargo & Company,Financial Services,251243298816,11.671827,15.688149,1.5331789,0.23228,0.31972
WELL,Welltower Inc.,Real Estate,78866800640,67.91153,80.671974,2.582003,0.121190004,0.17371
WST,"West Pharmaceutical Services, Inc.",Healthcare,23628896256,43.792492,48.407272,8.594969,0.17368999,0.22319001
WDC,Western Digital Corporation,Technology,22369036288,7.411697,71.10439,1.9228826,0.02648,0.15403
WY,Weyerhaeuser Company,Real Estate,21463232512,32.81821,40.465755,2.1626766,0.07427,0.053540003
WMB,"The Williams Companies, Inc.",Energy,71019520000,27.562258,24.686441,5.730304,0.27754,0.32817
WTW,Willis Towers Watson Public Limited Company,Financial Services,31557140480,16.992588,,4.2182217,-0.07361,0.16600999
WDAY,"Workday, Inc.",Technology,65430679552,29.374289,40.32459,8.030689,0.19598,0.053239997
WYNN,"Wynn Resorts, Limited",Consumer Cyclical,9047108608,16.620602,9.890157,,0.1337,0.09162
XEL,Xcel Energy Inc.,Utilities,37276917760,16.974482,19.262611,1.925804,0.13667,0.25165
XYL,Xylem Inc.,Industrials,28091727872,24.521467,33.131805,2.6524901,0.098529994,0.13498001
YUM,"Yum! Brands, Inc.",Consumer Cyclical,34892369920,20.56746,23.370094,,0.21127,0.34447
ZBRA,Zebra Technologies Corporation,Technology,20547923968,24.886427,53.97967,6.0019884,0.082040004,0.15618
ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,20719622144,12.167833,19.862597,1.6787909,0.14265001,0.17997
ZTS,Zoetis Inc.,Healthcare,75473133568,26.090302,31.385555,14.432319,0.26552,0.38526002
